,lum,lum_std,hue,hue_std,red,red_std,green,green_std,blue,blue_std
CFD/AF-200/CFD-AF-200-228-N.jpg,72.40504807756035,3.688007033830616,69.26962364672605,0.6381188205001073,0.8216769215588863,0.047705476887623,0.6651531583592051,0.0433444509279483,0.5213516340198907,0.053057066472982
CFD/AF-201/CFD-AF-201-060-N.jpg,72.02405691032486,4.166650320543419,63.39636650764795,0.7758529079861763,0.8248412029998259,0.0435597916673924,0.6594859966637633,0.0450083027899467,0.5247638146461098,0.0527154282653122
CFD/AF-202/CFD-AF-202-122-N.jpg,64.77304994913742,4.951641177386197,59.10267460322645,2.9976705942896853,0.7659834774896217,0.0487259745699951,0.5789313891353326,0.0505281338853044,0.4562402053151115,0.0516658786934181
CFD/AF-203/CFD-AF-203-077-N.jpg,72.42163056850464,4.564808735404986,64.30362203428105,0.7819049532337081,0.8340412046517315,0.0520064196296422,0.6639476028591741,0.0430002774186554,0.5181694505731302,0.0538573056744454
CFD/AF-204/CFD-AF-204-067-N.jpg,69.46972904927063,4.552287098766288,59.878230014826464,2.6421362516876865,0.7941831442969005,0.0586003827039017,0.6391663791838788,0.0531298093151477,0.5318349369455013,0.062797741447573
CFD/AF-205/CFD-AF-205-155-N.jpg,69.7018889154188,3.088594533312336,63.36402232913501,2.6900130142691645,0.7933994210693341,0.033350074048482,0.6349483426108206,0.035983057751124,0.5066861108710059,0.0426461079947192
CFD/AF-206/CFD-AF-206-079-N.jpg,73.5659707043893,3.823401895720339,60.12837618444983,3.9906556087352185,0.8275805869874063,0.0429386729196555,0.6758989847707408,0.0373460491536761,0.5838751525906193,0.0457910192556453
CFD/AF-207/CFD-AF-207-023-N.jpg,58.83580910202754,5.239472627733568,53.10211310540139,2.3209441899411645,0.7089868949332779,0.0636343374070222,0.5076875239798929,0.0550113165681998,0.3806959684021771,0.0514575547351517
CFD/AF-208/CFD-AF-208-003-N.jpg,57.621043511619256,4.590890129611097,54.1550939683912,1.8768044983490184,0.6910520855258631,0.0519836004218795,0.5093543427716435,0.0472076011610738,0.3768536926948228,0.0493467413247901
CFD/AF-209/CFD-AF-209-006-N.jpg,58.90648694088132,5.351521355912781,60.79258099198137,1.932257863725853,0.7072119949723467,0.0425326361990847,0.5211304565035413,0.0489981830287134,0.4130478808974676,0.0444397592166889
CFD/AF-210/CFD-AF-210-050-N.jpg,60.04758259494513,4.396349873237264,57.2926559408008,1.3733636811761327,0.7178688295491392,0.0443447308188995,0.5240077336875772,0.044065942701945,0.396558499847386,0.0484430173043044
CFD/AF-211/CFD-AF-211-066-N.jpg,68.16791613340206,3.31899340146075,58.28479688765397,4.41719462952227,0.8010023647239667,0.0430740894622741,0.6013985128316268,0.0485125634306953,0.4877991927962113,0.0460400829904339
CFD/AF-212/CFD-AF-212-097-N.jpg,65.37845113984446,4.063561336689189,58.46908537214783,2.3114330513689483,0.7547991762177625,0.0437499086502443,0.5897619099788854,0.0418316936700879,0.4674803735748578,0.0423616837762626
CFD/AF-213/CFD-AF-213-126-N.jpg,72.87246243218466,4.398339232112468,60.20097590434096,3.454573773653781,0.8147466972622736,0.0318512362738371,0.6702505040251248,0.0565111954351859,0.5640693255412288,0.0548034399084641
CFD/AF-214/CFD-AF-214-139-N.jpg,73.99462429535224,3.596761292799115,62.23971870005735,4.0006764851677925,0.8206527403583243,0.0392843772281278,0.6849735820065324,0.0369662754634806,0.5839839928755143,0.0311713908420743
CFD/AF-215/CFD-AF-215-70-N.jpg,70.84319908213364,5.457744265020741,62.15752631022104,2.627366800572549,0.7972266990153872,0.05670836489685,0.6643675121167096,0.0381053773472473,0.543326903378183,0.0440198195184841
CFD/AF-216/CFD-AF-216-106-N.jpg,68.8609988794966,4.820174295090828,60.27720702215064,1.877567610802091,0.7955366979072863,0.0531967019972687,0.6282639918305817,0.0491063301438528,0.4997403831321704,0.0516443960852067
CFD/AF-217/CFD-AF-217-155-N.jpg,74.86031998678118,4.117618121221814,61.68019290443549,4.214721524711606,0.8297250791106475,0.0367239082205911,0.7075961074628023,0.0288595007197274,0.6102242898134864,0.0355112060018734
CFD/AF-218/CFD-AF-218-157-N.jpg,64.74475193832941,5.718983862533589,57.13433818759367,4.037342496185343,0.7724057131337185,0.052025448201696,0.5819041978036115,0.0642083570153475,0.4754828831373934,0.060614965519815
CFD/AF-219/CFD-AF-219-106-N.jpg,68.22903377497138,6.282773715846827,61.61571496713173,2.2838461341691625,0.781940165581461,0.0536373722533691,0.6243062795701619,0.0631654568054618,0.5138347934680035,0.0611652282951171
CFD/AF-220/CFD-AF-220-107-N.jpg,63.24579195302293,6.022630762312473,55.37531789205696,4.094156593582022,0.7432210356175749,0.0638390789711928,0.5583561151912784,0.058370769158456,0.4589440133902018,0.0580986761662249
